000000000000000000dz`00000000000000000004`000000000000000002op`000000000000000002op`00000000000000000004`503`473`2012-08-21 02:00:00.0`2013-05-08 02:00:00.0`3482
000000000000000000os`00000000000000000005`0000000000000000041j`0000000000000000041j`00000000000000000003`2834`5232`2012-08-19 02:00:00.0`2013-05-08 02:00:00.0`5240
00000000000000000099`00000000000000000003`0000000000000000038t`0000000000000000038t`00000000000000000001`1372`149`2012-08-15 02:00:00.0`2013-05-08 02:00:00.0`4206
000000000000000000gv`00000000000000000001`000000000000000003jg`000000000000000003jg`00000000000000000002`892`4947`2012-08-14 02:00:00.0`2013-05-08 02:00:00.0`4589
000000000000000000i2`00000000000000000002`000000000000000000dz`000000000000000000dz`00000000000000000004`2593`4990`2012-08-12 02:00:00.0`2013-05-08 02:00:00.0`504
000000000000000000to`00000000000000000004`000000000000000002ls`000000000000000002ls`00000000000000000003`2882`4816`2012-08-20 02:00:00.0`2013-05-08 02:00:00.0`3377
00000000000000000036`00000000000000000005`000000000000000002t2`000000000000000002t2`00000000000000000001`333`6228`2012-08-17 02:00:00.0`2013-05-08 02:00:00.0`3639
000000000000000000mk`00000000000000000003`000000000000000003gv`000000000000000003gv`00000000000000000002`2828`5152`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`4496
000000000000000000ud`00000000000000000001`000000000000000003vj`000000000000000003vj`00000000000000000004`1876`4841`2012-08-13 02:00:00.0`2013-05-08 02:00:00.0`5024
000000000000000000tm`00000000000000000002`000000000000000004qy`000000000000000004qy`00000000000000000003`607`4814`2012-08-18 02:00:00.0`2013-05-08 02:00:00.0`6155
000000000000000000o4`00000000000000000004`0000000000000000026q`0000000000000000026q`00000000000000000001`1490`5208`2012-08-11 02:00:00.0`2013-05-08 02:00:00.0`2835
000000000000000000lh`00000000000000000005`000000000000000003ph`000000000000000003ph`00000000000000000002`3064`5113`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`4806
0000000000000000005r`00000000000000000003`000000000000000002jn`000000000000000002jn`00000000000000000004`650`23`2012-08-10 02:00:00.0`2013-05-08 02:00:00.0`3300
0000000000000000001r`00000000000000000001`000000000000000003h8`000000000000000003h8`00000000000000000003`1068`6177`2012-08-16 02:00:00.0`2013-05-08 02:00:00.0`4509
000000000000000000qt`00000000000000000002`000000000000000004gu`000000000000000004gu`00000000000000000001`2970`5305`2012-08-21 02:00:00.0`2013-05-08 02:00:00.0`5791
000000000000000000pm`00000000000000000004`00000000000000000124`00000000000000000124`00000000000000000002`1339`5262`2012-08-19 02:00:00.0`2013-05-08 02:00:00.0`1373
0000000000000000004y`00000000000000000005`000000000000000000os`000000000000000000os`00000000000000000004`114`3911`2012-08-15 02:00:00.0`2013-05-08 02:00:00.0`893
000000000000000000dr`00000000000000000003`00000000000000000201`00000000000000000201`00000000000000000003`2867`311`2012-08-14 02:00:00.0`2013-05-08 02:00:00.0`2594
0000000000000000000j`00000000000000000001`00000000000000000282`00000000000000000282`00000000000000000001`3048`6133`2012-08-12 02:00:00.0`2013-05-08 02:00:00.0`2883
000000000000000000v5`00000000000000000002`00000000000000000418`00000000000000000418`00000000000000000002`2668`4869`2012-08-20 02:00:00.0`2013-05-08 02:00:00.0`5229
000000000000000000e4`00000000000000000004`000000000000000004l2`000000000000000004l2`00000000000000000004`812`478`2012-08-17 02:00:00.0`2013-05-08 02:00:00.0`5943
00000000000000000073`00000000000000000005`00000000000000000099`00000000000000000099`00000000000000000003`1093`71`2012-08-22 02:00:00.0`2013-05-08 02:00:00.0`334
0000000000000000007q`00000000000000000003`000000000000000002ll`000000000000000002ll`00000000000000000001`2073`94`2012-08-13 02:00:00.0`2013-05-08 02:00:00.0`3370
000000000000000000i9`00000000000000000001`0000000000000000026k`0000000000000000026k`00000000000000000002`2223`4997`2012-08-18 02:00:00.0`2013-05-08 02:00:00.0`2829
000000000000000000kx`00000000000000000002`0000000000000000049o`0000000000000000049o`00000000000000000004`1066`5093`2012-08-11 02:00:00.0`2013-05-08 02:00:00.0`5533
0000000000000000006o`00000000000000000004`000000000000000004r8`000000000000000004r8`00000000000000000003`2852`56`2012-08-23 02:00:00.0`2013-05-08 02:00:00.0`6165
000000000000000000vy`00000000000000000005`000000000000000002n4`000000000000000002n4`00000000000000000001`868`4898`2012-08-10 02:00:00.0`2013-05-08 02:00:00.0`3425
0000000000000000009q`00000000000000000003`000000000000000001g4`000000000000000001g4`00000000000000000002`1177`166`2012-08-16 02:00:00.0`2013-05-08 02:00:00.0`1877
000000000000000000ho`00000000000000000001`000000000000000000gv`000000000000000000gv`00000000000000000004`1991`4976`2012-08-21 02:00:00.0`2013-05-08 02:00:00.0`608
000000000000000000k1`00000000000000000002`000000000000000004gw`000000000000000004gw`00000000000000000003`1618`5061`2012-08-19 02:00:00.0`2013-05-08 02:00:00.0`5793
000000000000000000li`00000000000000000004`0000000000000000015e`0000000000000000015e`00000000000000000001`773`5114`2012-08-15 02:00:00.0`2013-05-08 02:00:00.0`1491
