000000000000000002op`0000000000000000001b`o`\N`00000000000000000033`\N`\N`\N`1973-05-18 00:00:00.0`\N`\N`\N`\N`o`\N`\N`\N`o`503`\N`\N`000000000000000002op`000000000000000002op`274726`2013-05-16 00:00:00.0`2013-05-18 00:00:00.0
0000000000000000041j`00000000000000000021`k`\N`00000000000000000037`\N`\N`\N`1979-10-05 00:00:00.0`\N`\N`\N`\N`k`\N`\N`\N`k`1372`\N`\N`0000000000000000041j`0000000000000000041j`276484`2012-10-03 00:00:00.0`2013-05-14 00:00:00.0
0000000000000000038t`0000000000000000000c`c`\N`0000000000000000001b`\N`\N`\N`1975-10-04 00:00:00.0`\N`\N`\N`\N`c`\N`\N`\N`c`892`\N`\N`0000000000000000038t`0000000000000000038t`275450`2013-06-19 00:00:00.0`2013-05-13 00:00:00.0
000000000000000003jg`00000000000000000014`r`\N`0000000000000000005x`\N`\N`\N`1974-06-11 01:00:00.0`\N`\N`\N`\N`r`\N`\N`\N`r`333`\N`\N`000000000000000003jg`000000000000000003jg`275833`2012-10-07 00:00:00.0`2013-05-11 00:00:00.0
000000000000000000dz`0000000000000000000v`a`\N`0000000000000000004s`\N`\N`\N`1979-02-06 00:00:00.0`\N`\N`\N`\N`a`\N`\N`\N`a`607`\N`\N`000000000000000000dz`000000000000000000dz`271748`2012-07-31 00:00:00.0`2013-05-16 00:00:00.0
000000000000000002ls`0000000000000000001a`6`\N`0000000000000000006l`\N`\N`\N`1979-11-22 00:00:00.0`\N`\N`\N`\N`6`\N`\N`\N`6`1490`\N`\N`000000000000000002ls`000000000000000002ls`274621`2013-01-12 23:00:00.0`2013-05-12 00:00:00.0
000000000000000002t2`0000000000000000001p`5`\N`00000000000000000030`\N`\N`\N`1972-11-29 00:00:00.0`\N`\N`\N`\N`5`\N`\N`\N`5`650`\N`\N`000000000000000002t2`000000000000000002t2`274883`2013-04-08 00:00:00.0`2013-05-17 00:00:00.0
000000000000000003gv`0000000000000000000g`z`\N`0000000000000000005b`\N`\N`\N`1979-09-29 01:00:00.0`\N`\N`\N`\N`z`\N`\N`\N`z`1068`\N`\N`000000000000000003gv`000000000000000003gv`275740`2012-12-02 23:00:00.0`2013-05-10 00:00:00.0
000000000000000003vj`0000000000000000000t`3`\N`00000000000000000021`\N`\N`\N`1977-02-19 00:00:00.0`\N`\N`\N`\N`3`\N`\N`\N`3`1339`\N`\N`000000000000000003vj`000000000000000003vj`276268`2013-02-05 23:00:00.0`2013-05-09 00:00:00.0
000000000000000004qy`0000000000000000002q`l`\N`0000000000000000000c`\N`\N`\N`1973-08-30 01:00:00.0`\N`\N`\N`\N`l`\N`\N`\N`l`114`\N`\N`000000000000000004qy`000000000000000004qy`277399`2012-09-30 00:00:00.0`2013-05-15 00:00:00.0
0000000000000000026q`0000000000000000002d`j`\N`00000000000000000014`\N`\N`\N`1976-01-30 00:00:00.0`\N`\N`\N`\N`j`\N`\N`\N`j`812`\N`\N`0000000000000000026q`0000000000000000026q`274079`2013-06-09 00:00:00.0`2013-05-18 00:00:00.0
000000000000000003ph`0000000000000000000j`w`\N`0000000000000000000v`\N`\N`\N`1973-10-12 00:00:00.0`\N`\N`\N`\N`w`\N`\N`\N`w`1093`\N`\N`000000000000000003ph`000000000000000003ph`276050`2013-03-19 23:00:00.0`2013-05-14 00:00:00.0
000000000000000002jn`0000000000000000002r`m`\N`00000000000000000044`\N`\N`\N`1974-12-04 00:00:00.0`\N`\N`\N`\N`m`\N`\N`\N`m`1066`\N`\N`000000000000000002jn`000000000000000002jn`274544`2012-12-21 23:00:00.0`2013-05-13 00:00:00.0
000000000000000003h8`0000000000000000002j`n`\N`0000000000000000004d`\N`\N`\N`1975-09-01 01:00:00.0`\N`\N`\N`\N`n`\N`\N`\N`n`868`\N`\N`000000000000000003h8`000000000000000003h8`275753`2012-08-26 00:00:00.0`2013-05-11 00:00:00.0
000000000000000004gu`0000000000000000000b`g`\N`0000000000000000001a`\N`\N`\N`1972-04-24 00:00:00.0`\N`\N`\N`\N`g`\N`\N`\N`g`1177`\N`\N`000000000000000004gu`000000000000000004gu`277035`2012-06-26 00:00:00.0`2013-05-16 00:00:00.0
00000000000000000124`0000000000000000000y`b`\N`00000000000000000057`\N`\N`\N`1979-11-07 00:00:00.0`\N`\N`\N`\N`b`\N`\N`\N`b`1618`\N`\N`00000000000000000124`00000000000000000124`272617`2013-04-22 00:00:00.0`2013-05-12 00:00:00.0
000000000000000000os`00000000000000000016`y`\N`0000000000000000001p`\N`\N`\N`1979-04-22 00:00:00.0`\N`\N`\N`\N`y`\N`\N`\N`y`773`\N`\N`000000000000000000os`000000000000000000os`272137`2012-07-24 00:00:00.0`2013-05-17 00:00:00.0
00000000000000000201`0000000000000000002b`q`\N`00000000000000000040`\N`\N`\N`1974-03-23 00:00:00.0`\N`\N`\N`\N`q`\N`\N`\N`q`1530`\N`\N`00000000000000000201`00000000000000000201`273838`2012-07-15 00:00:00.0`2013-05-10 00:00:00.0
00000000000000000282`00000000000000000019`u`\N`0000000000000000006f`\N`\N`\N`1974-12-29 00:00:00.0`\N`\N`\N`\N`u`\N`\N`\N`u`207`\N`\N`00000000000000000282`00000000000000000282`274127`2013-05-03 00:00:00.0`2013-05-09 00:00:00.0
00000000000000000418`00000000000000000013`8`\N`0000000000000000000g`\N`\N`\N`1977-09-04 01:00:00.0`\N`\N`\N`\N`8`\N`\N`\N`8`63`\N`\N`00000000000000000418`00000000000000000418`276473`2013-05-06 00:00:00.0`2013-05-15 00:00:00.0
000000000000000004l2`00000000000000000005`h`\N`0000000000000000006a`\N`\N`\N`1978-02-01 00:00:00.0`\N`\N`\N`\N`h`\N`\N`\N`h`1668`\N`\N`000000000000000004l2`000000000000000004l2`277187`2012-11-08 23:00:00.0`2013-05-18 00:00:00.0
00000000000000000099`0000000000000000002p`i`\N`0000000000000000000t`\N`\N`\N`1974-12-02 00:00:00.0`\N`\N`\N`\N`i`\N`\N`\N`i`1440`\N`\N`00000000000000000099`00000000000000000099`271578`2012-11-17 23:00:00.0`2013-05-14 00:00:00.0
000000000000000002ll`0000000000000000001k`p`\N`0000000000000000004f`\N`\N`\N`1979-10-23 00:00:00.0`\N`\N`\N`\N`p`\N`\N`\N`p`965`\N`\N`000000000000000002ll`000000000000000002ll`274614`2012-07-30 00:00:00.0`2013-05-13 00:00:00.0
0000000000000000026k`0000000000000000000i`d`\N`0000000000000000002q`\N`\N`\N`1974-05-18 00:00:00.0`\N`\N`\N`\N`d`\N`\N`\N`d`922`\N`\N`0000000000000000026k`0000000000000000026k`274073`2012-12-17 23:00:00.0`2013-05-11 00:00:00.0
0000000000000000049o`0000000000000000001o`v`\N`0000000000000000002d`\N`\N`\N`1975-03-23 00:00:00.0`\N`\N`\N`\N`v`\N`\N`\N`v`1309`\N`\N`0000000000000000049o`0000000000000000049o`276777`2013-03-27 23:00:00.0`2013-05-16 00:00:00.0
000000000000000004r8`00000000000000000002`f`\N`0000000000000000005c`\N`\N`\N`1977-06-14 01:00:00.0`\N`\N`\N`\N`f`\N`\N`\N`f`178`\N`\N`000000000000000004r8`000000000000000004r8`277409`2013-03-24 23:00:00.0`2013-05-12 00:00:00.0
000000000000000002n4`0000000000000000001g`4`\N`0000000000000000003f`\N`\N`\N`1976-06-06 01:00:00.0`\N`\N`\N`\N`4`\N`\N`\N`4`495`\N`\N`000000000000000002n4`000000000000000002n4`274669`2013-05-01 00:00:00.0`2013-05-17 00:00:00.0
000000000000000001g4`0000000000000000001x`s`\N`0000000000000000004r`\N`\N`\N`1974-02-12 00:00:00.0`\N`\N`\N`\N`s`\N`\N`\N`s`1492`\N`\N`000000000000000001g4`000000000000000001g4`273121`2013-03-14 23:00:00.0`2013-05-10 00:00:00.0
000000000000000000gv`0000000000000000002m`9`\N`0000000000000000002x`\N`\N`\N`1977-12-08 00:00:00.0`\N`\N`\N`\N`9`\N`\N`\N`9`19`\N`\N`000000000000000000gv`000000000000000000gv`271852`2012-08-14 00:00:00.0`2013-05-09 00:00:00.0
000000000000000004gw`0000000000000000000o`2`\N`0000000000000000000j`\N`\N`\N`1976-03-10 00:00:00.0`\N`\N`\N`\N`2`\N`\N`\N`2`1121`\N`\N`000000000000000004gw`000000000000000004gw`277037`2013-02-13 23:00:00.0`2013-05-15 00:00:00.0
0000000000000000015e`00000000000000000028`e`\N`0000000000000000002r`\N`\N`\N`1972-07-26 01:00:00.0`\N`\N`\N`\N`e`\N`\N`\N`e`508`\N`\N`0000000000000000015e`0000000000000000015e`272735`2013-04-26 00:00:00.0`2013-05-18 00:00:00.0
000000000000000002d4`0000000000000000001q`x`\N`0000000000000000002j`\N`\N`\N`1978-01-15 00:00:00.0`\N`\N`\N`\N`x`\N`\N`\N`x`1232`\N`\N`000000000000000002d4`000000000000000002d4`274309`2012-11-04 23:00:00.0`2013-05-14 00:00:00.0
