0000000000000000005u`2265`5417`43647`2013-05-18 00:00:00.0
000000000000000000bj`2445`3389`43852`2013-05-14 00:00:00.0
000000000000000000jg`2212`2553`44137`2013-05-13 00:00:00.0
00000000000000000012`2208`522`43475`2013-05-11 00:00:00.0
000000000000000000cv`2104`777`43900`2013-05-16 00:00:00.0
000000000000000000q3`2427`5815`44376`2013-05-12 00:00:00.0
0000000000000000005i`2148`2847`43635`2013-05-17 00:00:00.0
0000000000000000002v`2227`7861`43540`2013-05-10 00:00:00.0
000000000000000000ic`2154`3477`44097`2013-05-09 00:00:00.0
00000000000000000007`2247`5003`43444`2013-05-15 00:00:00.0
00000000000000000052`2109`4974`43619`2013-05-18 00:00:00.0
000000000000000000jc`2097`3263`44133`2013-05-14 00:00:00.0
000000000000000000q7`2245`2384`44380`2013-05-13 00:00:00.0
0000000000000000008e`2057`558`43739`2013-05-11 00:00:00.0
000000000000000000lx`2214`2901`44226`2013-05-16 00:00:00.0
0000000000000000009a`2260`1040`43771`2013-05-12 00:00:00.0
000000000000000000h0`2447`1318`44049`2013-05-17 00:00:00.0
000000000000000000ll`2264`7713`44214`2013-05-10 00:00:00.0
0000000000000000000m`2225`4752`43459`2013-05-09 00:00:00.0
000000000000000000fw`2449`172`44009`2013-05-15 00:00:00.0
000000000000000000kq`2316`141`44183`2013-05-18 00:00:00.0
00000000000000000069`2023`8319`43662`2013-05-14 00:00:00.0
000000000000000000md`2339`478`44242`2013-05-13 00:00:00.0
000000000000000000ku`2191`8188`44187`2013-05-11 00:00:00.0
00000000000000000095`2034`2756`43766`2013-05-16 00:00:00.0
000000000000000000de`2409`2492`43919`2013-05-12 00:00:00.0
000000000000000000bs`2285`6930`43861`2013-05-17 00:00:00.0
000000000000000000py`2088`8590`44371`2013-05-10 00:00:00.0
0000000000000000001w`2011`6460`43505`2013-05-09 00:00:00.0
000000000000000000l3`2027`874`44196`2013-05-15 00:00:00.0
000000000000000000fn`2443`1531`44000`2013-05-18 00:00:00.0
000000000000000000e8`2160`266`43949`2013-05-14 00:00:00.0
0000000000000000005f`2267`5687`43632`2013-05-13 00:00:00.0
0000000000000000000p`2243`5302`43462`2013-05-11 00:00:00.0
000000000000000000i2`2005`2601`44087`2013-05-16 00:00:00.0
000000000000000000l0`2423`3354`44193`2013-05-12 00:00:00.0
000000000000000000dh`2471`7753`43922`2013-05-17 00:00:00.0
000000000000000000dy`2003`7112`43939`2013-05-10 00:00:00.0
000000000000000000q8`2080`3707`44381`2013-05-09 00:00:00.0
00000000000000000094`2086`8566`43765`2013-05-15 00:00:00.0
000000000000000000co`2362`5044`43893`2013-05-18 00:00:00.0
000000000000000000l1`2072`7393`44194`2013-05-14 00:00:00.0
