000000000000000000is`1972-10-29 23:00:00.0`1972-10-29 23:00:00.0`0000000000000000000o`44113`2012-11-28 23:00:00.0`2013-05-18 00:00:00.0
000000000000000000br`1975-03-17 23:00:00.0`1973-11-22 23:00:00.0`0000000000000000000k`43860`2012-11-19 23:00:00.0`2013-05-14 00:00:00.0
000000000000000000p8`1973-11-22 23:00:00.0`1972-05-12 23:00:00.0`0000000000000000000c`44345`2012-11-20 23:00:00.0`2013-05-13 00:00:00.0
000000000000000000b5`1972-05-12 23:00:00.0`1973-02-10 23:00:00.0`0000000000000000000r`43838`2012-11-03 23:00:00.0`2013-05-11 00:00:00.0
0000000000000000009c`1973-02-10 23:00:00.0`1973-03-25 23:00:00.0`0000000000000000000a`43773`2012-12-16 23:00:00.0`2013-05-16 00:00:00.0
000000000000000000ig`1975-07-14 00:00:00.0`1971-10-06 23:00:00.0`00000000000000000006`44101`2012-12-14 23:00:00.0`2013-05-12 00:00:00.0
00000000000000000033`1973-03-25 23:00:00.0`1973-09-04 00:00:00.0`00000000000000000005`43548`2012-11-30 23:00:00.0`2013-05-17 00:00:00.0
000000000000000000o4`1974-05-17 23:00:00.0`1973-10-29 23:00:00.0`00000000000000000003`44305`2012-12-03 23:00:00.0`2013-05-10 00:00:00.0
000000000000000000aa`1975-02-12 23:00:00.0`1973-07-27 00:00:00.0`0000000000000000000l`43807`2012-10-30 23:00:00.0`2013-05-09 00:00:00.0
000000000000000000ez`1971-10-06 23:00:00.0`1972-01-07 23:00:00.0`0000000000000000000j`43976`2012-11-18 23:00:00.0`2013-05-15 00:00:00.0
000000000000000000ox`1973-09-04 00:00:00.0`1971-08-17 00:00:00.0`0000000000000000000m`44334`2012-11-24 23:00:00.0`2013-05-18 00:00:00.0
00000000000000000037`1974-06-12 00:00:00.0`1974-02-03 23:00:00.0`0000000000000000000n`43552`2012-10-23 00:00:00.0`2013-05-14 00:00:00.0
000000000000000000r0`1974-05-15 23:00:00.0`1973-12-22 23:00:00.0`0000000000000000000g`44409`2012-11-06 23:00:00.0`2013-05-13 00:00:00.0
0000000000000000001b`1973-10-29 23:00:00.0`1971-12-09 23:00:00.0`0000000000000000000b`43484`2012-10-21 00:00:00.0`2013-05-11 00:00:00.0
0000000000000000005x`1974-09-04 00:00:00.0`1972-10-21 23:00:00.0`0000000000000000000q`43650`2012-12-19 23:00:00.0`2013-05-16 00:00:00.0
000000000000000000dp`1975-11-18 23:00:00.0`1971-07-04 00:00:00.0`0000000000000000000u`43930`2012-10-17 00:00:00.0`2013-05-12 00:00:00.0
000000000000000000jq`1973-07-27 00:00:00.0`1972-11-03 23:00:00.0`00000000000000000008`44147`2012-11-21 23:00:00.0`2013-05-17 00:00:00.0
0000000000000000008a`1975-08-23 00:00:00.0`1972-02-24 23:00:00.0`0000000000000000000h`43735`2012-11-17 23:00:00.0`2013-05-10 00:00:00.0
000000000000000000j1`1972-01-07 23:00:00.0`1972-03-18 23:00:00.0`0000000000000000000i`44122`2012-12-13 23:00:00.0`2013-05-09 00:00:00.0
000000000000000000i9`1971-08-17 00:00:00.0`1973-04-01 23:00:00.0`0000000000000000000p`44094`2012-11-23 23:00:00.0`2013-05-15 00:00:00.0
000000000000000000q2`1976-01-07 23:00:00.0`1973-07-07 00:00:00.0`0000000000000000000d`44375`2012-10-16 00:00:00.0`2013-05-18 00:00:00.0
0000000000000000004s`1975-05-24 23:00:00.0`1972-02-09 23:00:00.0`0000000000000000000f`43609`2012-11-14 23:00:00.0`2013-05-14 00:00:00.0
000000000000000000c4`1974-02-03 23:00:00.0`1972-05-30 00:00:00.0`00000000000000000004`43873`2012-11-22 23:00:00.0`2013-05-13 00:00:00.0
0000000000000000006l`1973-12-22 23:00:00.0`1973-03-11 23:00:00.0`0000000000000000000s`43674`2012-10-14 00:00:00.0`2013-05-11 00:00:00.0
00000000000000000030`1976-04-17 23:00:00.0`1973-06-05 00:00:00.0`00000000000000000009`43545`2012-10-31 23:00:00.0`2013-05-16 00:00:00.0
000000000000000000ly`1975-01-13 23:00:00.0`1973-07-28 00:00:00.0`00000000000000000002`44227`2012-11-25 23:00:00.0`2013-05-12 00:00:00.0
000000000000000000a0`1971-12-09 23:00:00.0`1973-01-08 23:00:00.0`0000000000000000000e`43797`2012-10-29 23:00:00.0`2013-05-17 00:00:00.0
0000000000000000007r`1972-10-21 23:00:00.0`1974-03-19 23:00:00.0`0000000000000000000t`43716`2012-11-11 23:00:00.0`2013-05-10 00:00:00.0
0000000000000000005b`1975-07-16 00:00:00.0`1972-06-10 00:00:00.0`00000000000000000001`43628`2012-11-01 23:00:00.0`2013-05-09 00:00:00.0
000000000000000000pu`1971-07-04 00:00:00.0`1971-07-25 00:00:00.0`00000000000000000007`44367`2012-12-02 23:00:00.0`2013-05-15 00:00:00.0
000000000000000000r1`1974-07-10 00:00:00.0`1971-09-28 23:00:00.0`0000000000000000000o`44410`2012-12-17 23:00:00.0`2013-05-18 00:00:00.0
00000000000000000021`1972-11-03 23:00:00.0`1973-08-03 00:00:00.0`0000000000000000000k`43510`2012-12-01 23:00:00.0`2013-05-14 00:00:00.0
000000000000000000op`1974-10-28 23:00:00.0`1971-10-21 23:00:00.0`0000000000000000000c`44326`2012-12-10 23:00:00.0`2013-05-13 00:00:00.0
000000000000000000pg`1972-02-24 23:00:00.0`1971-12-25 23:00:00.0`0000000000000000000r`44353`2012-11-02 23:00:00.0`2013-05-11 00:00:00.0
000000000000000000gx`1975-08-19 00:00:00.0`1973-10-02 23:00:00.0`0000000000000000000a`44046`2012-12-09 23:00:00.0`2013-05-16 00:00:00.0
000000000000000000jf`1972-03-18 23:00:00.0`1973-11-29 23:00:00.0`00000000000000000006`44136`2012-10-27 00:00:00.0`2013-05-12 00:00:00.0
0000000000000000000c`1975-12-30 23:00:00.0`1974-01-30 23:00:00.0`00000000000000000005`43449`2012-10-22 00:00:00.0`2013-05-17 00:00:00.0
0000000000000000008o`1973-04-01 23:00:00.0`1972-04-07 23:00:00.0`00000000000000000003`43749`2012-11-13 23:00:00.0`2013-05-10 00:00:00.0
00000000000000000014`1973-07-07 00:00:00.0`1971-10-22 23:00:00.0`0000000000000000000l`43477`2012-11-15 23:00:00.0`2013-05-09 00:00:00.0
0000000000000000000v`1972-02-09 23:00:00.0`1973-01-28 23:00:00.0`0000000000000000000j`43468`2012-11-29 23:00:00.0`2013-05-15 00:00:00.0
000000000000000000me`1974-08-08 00:00:00.0`1973-11-19 23:00:00.0`0000000000000000000m`44243`2012-11-26 23:00:00.0`2013-05-18 00:00:00.0
000000000000000000lk`1972-05-30 00:00:00.0`1973-05-25 23:00:00.0`0000000000000000000n`44213`2012-11-05 23:00:00.0`2013-05-14 00:00:00.0
000000000000000000p5`1973-03-11 23:00:00.0`1973-07-14 00:00:00.0`0000000000000000000g`44342`2012-12-11 23:00:00.0`2013-05-13 00:00:00.0
0000000000000000008z`1973-06-05 00:00:00.0`1972-04-15 23:00:00.0`0000000000000000000b`43760`2012-11-09 23:00:00.0`2013-05-11 00:00:00.0
00000000000000000092`1975-03-15 23:00:00.0`1972-10-27 23:00:00.0`0000000000000000000q`43763`2012-10-19 00:00:00.0`2013-05-16 00:00:00.0
000000000000000000b8`1973-07-28 00:00:00.0`1972-03-28 23:00:00.0`0000000000000000000u`43841`2012-12-05 23:00:00.0`2013-05-12 00:00:00.0
000000000000000000bi`1974-10-03 23:00:00.0`1971-12-24 23:00:00.0`00000000000000000008`43851`2012-10-28 00:00:00.0`2013-05-17 00:00:00.0
000000000000000000iq`1974-08-22 00:00:00.0`1972-08-08 00:00:00.0`0000000000000000000h`44111`2012-10-28 23:00:00.0`2013-05-10 00:00:00.0
000000000000000000ab`1974-09-24 00:00:00.0`1974-03-08 23:00:00.0`0000000000000000000i`43808`2012-11-04 23:00:00.0`2013-05-09 00:00:00.0
000000000000000000fp`1973-01-08 23:00:00.0`1971-09-22 00:00:00.0`0000000000000000000p`44002`2012-10-24 00:00:00.0`2013-05-15 00:00:00.0
000000000000000000fo`1976-01-10 23:00:00.0`1972-06-19 00:00:00.0`0000000000000000000d`44001`2012-11-10 23:00:00.0`2013-05-18 00:00:00.0
000000000000000000ey`1975-12-11 23:00:00.0`1974-01-08 23:00:00.0`0000000000000000000f`43975`2012-10-26 00:00:00.0`2013-05-14 00:00:00.0
000000000000000000o7`1974-09-13 00:00:00.0`1973-08-25 00:00:00.0`00000000000000000004`44308`2012-10-15 00:00:00.0`2013-05-13 00:00:00.0
000000000000000000cg`1974-07-25 00:00:00.0`1971-08-05 00:00:00.0`0000000000000000000s`43885`2012-11-07 23:00:00.0`2013-05-11 00:00:00.0
000000000000000000f9`1975-12-21 23:00:00.0`1973-12-15 23:00:00.0`00000000000000000009`43986`2012-12-08 23:00:00.0`2013-05-16 00:00:00.0
00000000000000000044`1974-03-19 23:00:00.0`1972-05-11 23:00:00.0`00000000000000000002`43585`2012-10-20 00:00:00.0`2013-05-12 00:00:00.0
000000000000000000mt`1976-01-02 23:00:00.0`1971-08-02 00:00:00.0`0000000000000000000e`44258`2012-12-12 23:00:00.0`2013-05-17 00:00:00.0
0000000000000000004d`1975-03-08 23:00:00.0`1972-01-30 23:00:00.0`0000000000000000000t`43594`2012-11-16 23:00:00.0`2013-05-10 00:00:00.0
0000000000000000001a`1972-06-10 00:00:00.0`1971-08-24 00:00:00.0`00000000000000000001`43483`2012-12-06 23:00:00.0`2013-05-09 00:00:00.0
00000000000000000057`1974-12-20 23:00:00.0`1974-01-05 23:00:00.0`00000000000000000007`43624`2012-12-15 23:00:00.0`2013-05-15 00:00:00.0
000000000000000000my`1975-06-11 00:00:00.0`1972-03-14 23:00:00.0`0000000000000000000o`44263`2012-12-07 23:00:00.0`2013-05-18 00:00:00.0
0000000000000000007z`1975-09-23 00:00:00.0`1972-10-05 23:00:00.0`0000000000000000000k`43724`2012-10-13 00:00:00.0`2013-05-14 00:00:00.0
000000000000000000b3`1971-07-25 00:00:00.0`1973-07-23 00:00:00.0`0000000000000000000c`43836`2012-10-25 00:00:00.0`2013-05-13 00:00:00.0
0000000000000000007w`1971-09-28 23:00:00.0`1972-10-17 23:00:00.0`0000000000000000000r`43721`2012-12-04 23:00:00.0`2013-05-11 00:00:00.0
0000000000000000008x`1976-05-06 23:00:00.0`1972-12-15 23:00:00.0`0000000000000000000a`43758`2012-12-18 23:00:00.0`2013-05-16 00:00:00.0
0000000000000000007m`1973-08-03 00:00:00.0`1974-01-02 23:00:00.0`00000000000000000006`43711`2012-11-27 23:00:00.0`2013-05-12 00:00:00.0
0000000000000000001p`1971-10-21 23:00:00.0`1972-11-16 23:00:00.0`00000000000000000005`43498`2012-11-12 23:00:00.0`2013-05-17 00:00:00.0
000000000000000000g1`1971-12-25 23:00:00.0`1973-06-01 23:00:00.0`00000000000000000003`44014`2012-11-08 23:00:00.0`2013-05-10 00:00:00.0
000000000000000000oc`1975-05-23 23:00:00.0`1973-12-02 23:00:00.0`0000000000000000000l`44313`2012-10-12 00:00:00.0`2013-05-09 00:00:00.0
000000000000000000g2`1975-05-05 23:00:00.0`1972-02-26 23:00:00.0`0000000000000000000j`44015`2012-10-18 00:00:00.0`2013-05-15 00:00:00.0
000000000000000000p2`1974-07-15 00:00:00.0`1971-06-23 00:00:00.0`0000000000000000000m`44339`2012-11-28 23:00:00.0`2013-05-18 00:00:00.0
0000000000000000006t`1975-08-12 00:00:00.0`1972-09-29 00:00:00.0`0000000000000000000n`43682`2012-11-19 23:00:00.0`2013-05-14 00:00:00.0
0000000000000000008s`1975-04-02 23:00:00.0`1971-11-17 23:00:00.0`0000000000000000000g`43753`2012-11-20 23:00:00.0`2013-05-13 00:00:00.0
00000000000000000040`1976-06-24 00:00:00.0`1974-02-07 23:00:00.0`0000000000000000000b`43581`2012-11-03 23:00:00.0`2013-05-11 00:00:00.0
000000000000000000jx`1973-10-02 23:00:00.0`1973-06-14 00:00:00.0`0000000000000000000q`44154`2012-12-16 23:00:00.0`2013-05-16 00:00:00.0
000000000000000000dc`1973-11-29 23:00:00.0`1973-10-21 23:00:00.0`0000000000000000000u`43917`2012-12-14 23:00:00.0`2013-05-12 00:00:00.0
000000000000000000ac`1975-04-03 23:00:00.0`1973-05-19 23:00:00.0`00000000000000000008`43809`2012-11-30 23:00:00.0`2013-05-17 00:00:00.0
000000000000000000gf`1976-03-07 23:00:00.0`1973-12-12 23:00:00.0`0000000000000000000h`44028`2012-12-03 23:00:00.0`2013-05-10 00:00:00.0
0000000000000000006f`1974-01-30 23:00:00.0`1972-07-08 00:00:00.0`0000000000000000000i`43668`2012-10-30 23:00:00.0`2013-05-09 00:00:00.0
000000000000000000qp`1974-08-16 00:00:00.0`1972-06-28 00:00:00.0`0000000000000000000p`44398`2012-11-18 23:00:00.0`2013-05-15 00:00:00.0
000000000000000000le`1975-10-01 23:00:00.0`1972-10-30 23:00:00.0`0000000000000000000d`44207`2012-11-24 23:00:00.0`2013-05-18 00:00:00.0
000000000000000000nl`1975-02-21 23:00:00.0`1973-06-19 00:00:00.0`0000000000000000000f`44286`2012-10-23 00:00:00.0`2013-05-14 00:00:00.0
000000000000000000ol`1972-04-07 23:00:00.0`1972-04-23 23:00:00.0`00000000000000000004`44322`2012-11-06 23:00:00.0`2013-05-13 00:00:00.0
000000000000000000mk`1971-10-22 23:00:00.0`1971-07-11 00:00:00.0`0000000000000000000s`44249`2012-10-21 00:00:00.0`2013-05-11 00:00:00.0
000000000000000000pw`1973-01-28 23:00:00.0`1972-08-31 00:00:00.0`00000000000000000009`44369`2012-12-19 23:00:00.0`2013-05-16 00:00:00.0
0000000000000000000g`1975-10-07 23:00:00.0`1974-03-15 23:00:00.0`00000000000000000002`43453`2012-10-17 00:00:00.0`2013-05-12 00:00:00.0
000000000000000000bk`1973-11-19 23:00:00.0`1972-11-02 23:00:00.0`0000000000000000000e`43853`2012-11-21 23:00:00.0`2013-05-17 00:00:00.0
000000000000000000k6`1973-05-25 23:00:00.0`1972-09-01 00:00:00.0`0000000000000000000t`44163`2012-11-17 23:00:00.0`2013-05-10 00:00:00.0
000000000000000000ju`1973-07-14 00:00:00.0`1972-08-23 00:00:00.0`00000000000000000001`44151`2012-12-13 23:00:00.0`2013-05-09 00:00:00.0
000000000000000000b6`1972-04-15 23:00:00.0`1972-09-22 00:00:00.0`00000000000000000007`43839`2012-11-23 23:00:00.0`2013-05-15 00:00:00.0
000000000000000000a2`1976-05-26 23:00:00.0`1971-11-13 23:00:00.0`0000000000000000000o`43799`2012-10-16 00:00:00.0`2013-05-18 00:00:00.0
00000000000000000097`1972-10-27 23:00:00.0`1972-10-13 23:00:00.0`0000000000000000000k`43768`2012-11-14 23:00:00.0`2013-05-14 00:00:00.0
000000000000000000eu`1974-12-11 23:00:00.0`1972-09-24 00:00:00.0`0000000000000000000c`43971`2012-11-22 23:00:00.0`2013-05-13 00:00:00.0
000000000000000000lb`1972-03-28 23:00:00.0`1973-01-15 23:00:00.0`0000000000000000000r`44204`2012-10-14 00:00:00.0`2013-05-11 00:00:00.0
000000000000000000lf`1976-06-16 00:00:00.0`1972-03-16 23:00:00.0`0000000000000000000a`44208`2012-10-31 23:00:00.0`2013-05-16 00:00:00.0
000000000000000000ob`1971-12-24 23:00:00.0`1971-09-07 00:00:00.0`00000000000000000006`44312`2012-11-25 23:00:00.0`2013-05-12 00:00:00.0
