0000000000000000001d`49`49`40`12`49`49`49`24`4`49`2012-12-31 01:00:00.0`44284`2013-05-08 02:00:00.0
00000000000000000014`40`40`41`10`40`40`40`20`8`40`2012-12-31 01:00:00.0`44275`2013-05-08 02:00:00.0
00000000000000000026`78`41`24`6`78`41`41`12`5`78`2012-12-31 01:00:00.0`44313`2013-05-08 02:00:00.0
00000000000000000015`41`24`20`5`41`24`24`27`9`41`2012-12-31 01:00:00.0`44276`2013-05-08 02:00:00.0
0000000000000000002d`24`67`39`3`85`51`20`10`7`24`2012-12-31 01:00:00.0`44320`2013-05-08 02:00:00.0
0000000000000000002i`67`65`45`16`90`54`39`6`3`67`2012-12-31 01:00:00.0`44325`2013-05-08 02:00:00.0
0000000000000000000o`65`51`12`11`24`20`45`5`6`65`2012-12-31 01:00:00.0`44259`2013-05-08 02:00:00.0
0000000000000000001v`51`54`27`8`67`39`12`3`1`51`2012-12-31 01:00:00.0`44302`2013-05-08 02:00:00.0
0000000000000000001t`54`20`10`13`65`45`27`21`2`54`2012-12-31 01:00:00.0`44300`2013-05-08 02:00:00.0
0000000000000000001f`75`39`6`15`51`12`10`19`4`75`2012-12-31 01:00:00.0`44286`2013-05-08 02:00:00.0
0000000000000000001i`20`71`42`4`54`27`6`32`8`20`2012-12-31 01:00:00.0`44289`2013-05-08 02:00:00.0
00000000000000000023`39`45`38`9`75`10`42`22`5`39`2012-12-31 01:00:00.0`44310`2013-05-08 02:00:00.0
0000000000000000000k`71`12`44`2`20`6`38`23`9`71`2012-12-31 01:00:00.0`44255`2013-05-08 02:00:00.0
00000000000000000013`45`27`5`14`39`42`44`16`7`45`2012-12-31 01:00:00.0`44274`2013-05-08 02:00:00.0
0000000000000000001z`12`10`35`1`71`38`5`11`3`12`2012-12-31 01:00:00.0`44306`2013-05-08 02:00:00.0
0000000000000000002l`76`70`43`7`93`44`35`26`6`76`2012-12-31 01:00:00.0`44328`2013-05-08 02:00:00.0
00000000000000000019`27`73`3`12`45`5`43`30`1`27`2012-12-31 01:00:00.0`44280`2013-05-08 02:00:00.0
0000000000000000000c`10`6`21`10`12`35`3`8`2`10`2012-12-31 01:00:00.0`44247`2013-05-08 02:00:00.0
0000000000000000002c`70`42`19`6`84`43`21`17`4`70`2012-12-31 01:00:00.0`44319`2013-05-08 02:00:00.0
0000000000000000002b`73`38`32`5`83`3`46`18`8`73`2012-12-31 01:00:00.0`44318`2013-05-08 02:00:00.0
00000000000000000024`6`64`22`3`76`21`19`25`5`6`2012-12-31 01:00:00.0`44311`2013-05-08 02:00:00.0
0000000000000000000r`42`44`23`16`27`46`32`13`9`42`2012-12-31 01:00:00.0`44262`2013-05-08 02:00:00.0
0000000000000000002g`38`5`16`11`88`19`22`31`7`38`2012-12-31 01:00:00.0`44323`2013-05-08 02:00:00.0
0000000000000000000a`64`35`11`8`10`32`23`15`3`64`2012-12-31 01:00:00.0`44245`2013-05-08 02:00:00.0
0000000000000000001y`44`43`34`13`70`22`16`4`6`44`2012-12-31 01:00:00.0`44305`2013-05-08 02:00:00.0
0000000000000000002e`5`3`36`15`86`53`11`28`1`5`2012-12-31 01:00:00.0`44321`2013-05-08 02:00:00.0
0000000000000000002p`35`21`26`4`97`52`34`9`2`35`2012-12-31 01:00:00.0`44332`2013-05-08 02:00:00.0
00000000000000000021`43`46`30`9`73`61`36`2`4`43`2012-12-31 01:00:00.0`44308`2013-05-08 02:00:00.0
00000000000000000006`3`19`8`2`6`23`50`14`8`3`2012-12-31 01:00:00.0`44241`2013-05-08 02:00:00.0
00000000000000000016`21`32`17`14`42`60`47`29`5`21`2012-12-31 01:00:00.0`44277`2013-05-08 02:00:00.0
0000000000000000002k`46`22`18`1`92`16`26`1`9`46`2012-12-31 01:00:00.0`44327`2013-05-08 02:00:00.0
00000000000000000012`19`53`25`7`38`11`30`7`7`19`2012-12-31 01:00:00.0`44273`2013-05-08 02:00:00.0
0000000000000000001s`32`68`13`12`64`34`8`24`3`32`2012-12-31 01:00:00.0`44299`2013-05-08 02:00:00.0
00000000000000000018`22`72`31`10`44`36`17`20`6`22`2012-12-31 01:00:00.0`44279`2013-05-08 02:00:00.0
00000000000000000005`53`52`15`6`5`50`18`12`1`53`2012-12-31 01:00:00.0`44240`2013-05-08 02:00:00.0
0000000000000000000z`68`61`4`5`35`47`25`27`2`68`2012-12-31 01:00:00.0`44270`2013-05-08 02:00:00.0
00000000000000000017`72`23`28`3`43`26`13`10`4`72`2012-12-31 01:00:00.0`44278`2013-05-08 02:00:00.0
0000000000000000002f`52`60`9`16`87`62`31`6`8`52`2012-12-31 01:00:00.0`44322`2013-05-08 02:00:00.0
00000000000000000003`61`16`37`11`3`30`15`5`5`61`2012-12-31 01:00:00.0`44238`2013-05-08 02:00:00.0
0000000000000000000l`23`11`2`8`21`8`4`3`9`23`2012-12-31 01:00:00.0`44256`2013-05-08 02:00:00.0
0000000000000000001a`60`34`14`13`46`56`28`21`7`60`2012-12-31 01:00:00.0`44281`2013-05-08 02:00:00.0
