000000000000000000is`2676`49`79`49`503`40`49`503`2013-05-08 02:00:00.0
000000000000000000br`2423`40`75`40`1372`41`40`1372`2013-05-08 02:00:00.0
000000000000000000b5`2401`41`67`41`892`24`41`892`2013-05-08 02:00:00.0
0000000000000000009c`2336`24`65`24`333`20`24`333`2013-05-08 02:00:00.0
000000000000000000ig`2664`67`61`51`607`39`67`607`2013-05-08 02:00:00.0
00000000000000000033`2111`65`60`54`650`45`65`650`2013-05-08 02:00:00.0
000000000000000000aa`2370`51`58`20`1068`12`51`1068`2013-05-08 02:00:00.0
000000000000000000ez`2539`54`76`39`1339`27`54`1339`2013-05-08 02:00:00.0
00000000000000000037`2115`20`74`45`114`10`20`114`2013-05-08 02:00:00.0
0000000000000000001b`2047`39`77`12`812`6`39`812`2013-05-08 02:00:00.0
0000000000000000005x`2213`45`78`27`1093`42`45`1093`2013-05-08 02:00:00.0
000000000000000000dp`2493`12`71`10`1066`38`12`1066`2013-05-08 02:00:00.0
000000000000000000jq`2710`27`66`6`868`44`27`868`2013-05-08 02:00:00.0
0000000000000000008a`2298`10`81`42`1177`5`10`1177`2013-05-08 02:00:00.0
000000000000000000j1`2685`6`63`38`773`35`70`773`2013-05-08 02:00:00.0
000000000000000000i9`2657`42`72`44`207`43`6`207`2013-05-08 02:00:00.0
0000000000000000004s`2172`38`73`5`63`3`42`63`2013-05-08 02:00:00.0
000000000000000000c4`2436`64`80`35`965`21`38`965`2013-05-08 02:00:00.0
0000000000000000006l`2237`44`68`43`922`19`64`922`2013-05-08 02:00:00.0
00000000000000000030`2108`5`70`3`1309`32`44`1309`2013-05-08 02:00:00.0
000000000000000000ly`2790`35`59`21`178`22`5`178`2013-05-08 02:00:00.0
000000000000000000a0`2360`43`64`46`495`23`35`495`2013-05-08 02:00:00.0
0000000000000000007r`2279`3`57`19`19`16`43`19`2013-05-08 02:00:00.0
0000000000000000005b`2191`21`69`32`1121`11`3`1121`2013-05-08 02:00:00.0
00000000000000000021`2073`46`56`22`508`34`21`508`2013-05-08 02:00:00.0
000000000000000000gx`2609`19`62`53`1232`36`46`1232`2013-05-08 02:00:00.0
000000000000000000jf`2699`32`79`52`255`26`19`255`2013-05-08 02:00:00.0
0000000000000000000c`2012`22`75`23`278`30`32`278`2013-05-08 02:00:00.0
0000000000000000008o`2312`53`67`60`657`8`22`657`2013-05-08 02:00:00.0
00000000000000000014`2040`68`65`16`753`17`53`753`2013-05-08 02:00:00.0
0000000000000000000v`2031`52`61`11`240`18`68`240`2013-05-08 02:00:00.0
000000000000000000me`2806`61`60`34`1150`25`52`1150`2013-05-08 02:00:00.0
000000000000000000lk`2776`23`58`36`350`13`61`350`2013-05-08 02:00:00.0
0000000000000000008z`2323`60`76`50`636`31`23`636`2013-05-08 02:00:00.0
00000000000000000092`2326`16`74`47`721`15`60`721`2013-05-08 02:00:00.0
000000000000000000b8`2404`11`77`26`1370`4`16`1370`2013-05-08 02:00:00.0
000000000000000000bi`2414`34`78`30`774`28`11`774`2013-05-08 02:00:00.0
000000000000000000iq`2674`36`71`8`1207`9`34`1207`2013-05-08 02:00:00.0
000000000000000000ab`2371`50`66`56`1164`37`36`1164`2013-05-08 02:00:00.0
000000000000000000fp`2565`47`81`17`1197`2`50`1197`2013-05-08 02:00:00.0
000000000000000000fo`2564`26`63`18`574`14`47`574`2013-05-08 02:00:00.0
