000000000000000000br`00000000000000000014`21179`679`2013-02-14 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000b5`0000000000000000000o`21157`663`2013-02-10 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000009c`0000000000000000000k`21092`659`2013-02-09 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000033`00000000000000000013`20867`678`2013-02-07 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000aa`0000000000000000000c`21126`651`2013-02-15 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000037`0000000000000000000r`20871`666`2013-02-12 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000001b`0000000000000000000a`20803`649`2013-02-08 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000005x`00000000000000000006`20969`645`2013-02-13 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000dp`00000000000000000012`21249`677`2013-02-06 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000008a`00000000000000000005`21054`644`2013-02-05 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000004s`0000000000000000000z`20928`674`2013-02-11 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000c4`00000000000000000003`21192`642`2013-02-14 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000006l`0000000000000000000l`20993`660`2013-02-10 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000030`0000000000000000000j`20864`658`2013-02-09 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000a0`0000000000000000000w`21116`671`2013-02-07 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000007r`0000000000000000000m`21035`661`2013-02-15 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000005b`0000000000000000000n`20947`662`2013-02-12 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000021`0000000000000000000g`20829`655`2013-02-08 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000000c`0000000000000000000b`20768`650`2013-02-13 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000008o`0000000000000000000y`21068`673`2013-02-06 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000014`00000000000000000010`20796`675`2013-02-05 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000000v`0000000000000000000q`20787`665`2013-02-11 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000008z`0000000000000000000u`21079`669`2013-02-14 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000092`00000000000000000008`21082`647`2013-02-10 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000b8`0000000000000000000h`21160`656`2013-02-09 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000bi`0000000000000000000i`21170`657`2013-02-07 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000ab`0000000000000000000p`21127`664`2013-02-15 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000cg`0000000000000000000d`21204`652`2013-02-12 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000044`0000000000000000000v`20904`670`2013-02-08 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000004d`0000000000000000000f`20913`654`2013-02-13 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000001a`00000000000000000004`20802`643`2013-02-06 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000057`0000000000000000000s`20943`667`2013-02-05 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000007z`00000000000000000009`21043`648`2013-02-11 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000b3`00000000000000000011`21155`676`2013-02-14 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000007w`00000000000000000002`21040`641`2013-02-10 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000008x`0000000000000000000e`21077`653`2013-02-09 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000007m`0000000000000000000x`21030`672`2013-02-07 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000001p`0000000000000000000t`20817`668`2013-02-15 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000006t`00000000000000000001`21001`640`2013-02-12 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000008s`00000000000000000007`21072`646`2013-02-08 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000040`00000000000000000014`20900`679`2013-02-13 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000dc`0000000000000000000o`21236`663`2013-02-06 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000ac`0000000000000000000k`21128`659`2013-02-05 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000006f`00000000000000000013`20987`678`2013-02-11 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000000g`0000000000000000000c`20772`651`2013-02-14 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000bk`0000000000000000000r`21172`666`2013-02-10 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000b6`0000000000000000000a`21158`649`2013-02-09 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000a2`00000000000000000006`21118`645`2013-02-07 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000097`00000000000000000012`21087`677`2013-02-15 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000006a`00000000000000000005`20982`644`2013-02-12 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000bl`0000000000000000000z`21173`674`2013-02-08 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000al`00000000000000000003`21137`642`2013-02-13 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000079`0000000000000000000l`21017`660`2013-02-06 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000bq`0000000000000000000j`21178`658`2013-02-05 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000bw`0000000000000000000w`21184`671`2013-02-11 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000000t`0000000000000000000m`20785`661`2013-02-14 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000c1`0000000000000000000n`21189`662`2013-02-10 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000004f`0000000000000000000g`20915`655`2013-02-09 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000002q`0000000000000000000b`20854`650`2013-02-07 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000002d`0000000000000000000y`20841`673`2013-02-15 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000005c`00000000000000000010`20948`675`2013-02-12 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000ds`0000000000000000000q`21252`665`2013-02-08 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000008k`0000000000000000000u`21064`669`2013-02-13 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000009u`00000000000000000008`21110`647`2013-02-06 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000003f`0000000000000000000h`20879`656`2013-02-05 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000004r`0000000000000000000i`20927`657`2013-02-11 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000be`0000000000000000000p`21166`664`2013-02-14 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000002x`0000000000000000000d`20861`652`2013-02-10 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000009q`0000000000000000000v`21106`670`2013-02-09 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000000j`0000000000000000000f`20775`654`2013-02-07 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000dq`00000000000000000004`21250`643`2013-02-15 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000002r`0000000000000000000s`20855`667`2013-02-12 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000096`00000000000000000009`21086`648`2013-02-08 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000002j`00000000000000000011`20847`676`2013-02-13 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000009o`00000000000000000002`21104`641`2013-02-06 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000047`0000000000000000000e`20907`653`2013-02-05 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000004n`0000000000000000000x`20923`672`2013-02-11 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000008i`0000000000000000000t`21062`668`2013-02-14 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000000b`00000000000000000001`20767`640`2013-02-10 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000007y`00000000000000000007`21042`646`2013-02-09 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000ad`00000000000000000014`21129`679`2013-02-07 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000af`0000000000000000000o`21131`663`2013-02-15 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000006p`0000000000000000000k`20997`659`2013-02-12 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000005w`00000000000000000013`20968`678`2013-02-08 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000cz`0000000000000000000c`21223`651`2013-02-13 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000000y`0000000000000000000r`20790`666`2013-02-06 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000074`0000000000000000000a`21012`649`2013-02-05 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000091`00000000000000000006`21081`645`2013-02-11 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000ai`00000000000000000012`21134`677`2013-02-14 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000006z`00000000000000000005`21007`644`2013-02-10 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000d4`0000000000000000000z`21228`674`2013-02-09 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000004k`00000000000000000003`20920`642`2013-02-07 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000006c`0000000000000000000l`20984`660`2013-02-15 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000004z`0000000000000000000j`20935`658`2013-02-12 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000016`0000000000000000000w`20798`671`2013-02-08 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000002b`0000000000000000000m`20839`661`2013-02-13 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000003w`0000000000000000000n`20896`662`2013-02-06 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000003o`0000000000000000000g`20888`655`2013-02-05 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000b9`0000000000000000000b`21161`650`2013-02-11 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000c8`0000000000000000000y`21196`673`2013-02-14 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000009h`00000000000000000010`21097`675`2013-02-10 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000cw`0000000000000000000q`21220`665`2013-02-09 01:00:00.0`2013-05-08 02:00:00.0
