000000000000000000br`0000000000000000001d`112`20812`686`2013-01-29 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000b5`00000000000000000014`116`20790`677`2013-01-27 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000009c`00000000000000000015`48`21626`678`2013-01-23 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000033`0000000000000000000o`173`21401`661`2013-01-22 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000aa`0000000000000000001f`109`20759`688`2013-01-20 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000037`0000000000000000001i`192`21405`691`2013-02-02 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000001b`0000000000000000000k`74`21337`657`2013-01-28 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000005x`00000000000000000013`13`21503`676`2013-01-25 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000dp`00000000000000000019`41`21287`682`2013-02-03 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000008a`0000000000000000000c`32`21588`649`2013-01-30 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000004s`0000000000000000000r`149`21462`664`2013-02-01 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000c4`0000000000000000000a`158`20825`647`2013-01-21 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000006l`00000000000000000006`47`21527`643`2013-01-26 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000030`00000000000000000016`188`21398`679`2013-01-19 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000a0`00000000000000000012`62`21650`675`2013-01-31 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000007r`00000000000000000018`145`21569`681`2013-01-18 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000005b`00000000000000000005`17`21481`642`2013-01-24 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000021`0000000000000000000z`30`21363`672`2013-01-29 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000000c`00000000000000000017`160`21302`680`2013-01-27 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000008o`00000000000000000003`99`21602`640`2013-01-23 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000014`0000000000000000000l`86`21330`658`2013-01-22 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000000v`0000000000000000001a`193`21321`683`2013-01-20 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000008z`0000000000000000000j`124`21613`656`2013-02-02 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000092`0000000000000000000w`172`21616`669`2013-01-28 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000b8`0000000000000000000m`106`20793`659`2013-01-25 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000bi`0000000000000000001h`20`20803`690`2013-02-03 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000ab`0000000000000000001g`100`20760`689`2013-01-30 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000cg`0000000000000000000n`92`20837`660`2013-02-01 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000044`0000000000000000000g`152`21438`653`2013-01-21 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000004d`0000000000000000000b`168`21447`648`2013-01-26 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000001a`0000000000000000000y`12`21336`671`2013-01-19 01:00:00.0`2013-05-08 02:00:00.0
00000000000000000057`00000000000000000010`35`21477`673`2013-01-31 01:00:00.0`2013-05-08 02:00:00.0
0000000000000000007z`0000000000000000001e`165`21577`687`2013-01-18 01:00:00.0`2013-05-08 02:00:00.0
000000000000000000b3`0000000000000000001b`180`20788`684`2013-01-24 01:00:00.0`2013-05-08 02:00:00.0
